product_id	product_url	product_img_url	product_name	product_color	product_deviceType	product_price
3342	https://case-mate.com/mood-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/c/m/cm038384_iphone_xr_mood_1.png	Mood	Mood	iPhone XR	$40
3118	https://case-mate.com/butterscotch-barely-there-leather-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/b/a/barelythereleather_butterscotch_1.png	Barely There Leather	Butterscotch	iPhone XR	$40
3117	https://case-mate.com/black-barely-there-leather-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/b/a/barelythereleather_black_1.png	Barely There Leather	Black	iPhone XR	$40
3119	https://case-mate.com/cardinal-barely-there-leather-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/b/t/btl_cardinal_1.png	Barely There Leather	Cardinal	iPhone XR	$40
3120	https://case-mate.com/metallic-blush-barely-there-leather-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/b/t/btl_mb_1.png	Barely There Leather	Metallic Blush	iPhone XR	$40
3133	https://case-mate.com/sprinkles-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/s/p/sprinkles_1_2.png	Sprinkles	Sprinkles	iPhone XR	$40
3135	https://case-mate.com/matte-black-tough-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/t/o/tough_matteblack_1.png	Tough	Black	iPhone XR	$35
3144	https://case-mate.com/pink-wallpapers-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/w/a/wallpaper_pinkpoppy_1_1.png	Wallpapers	Pink Poppy	iPhone XR	$35
3145	https://case-mate.com/pink-dot-wallpapers-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/w/a/wallpaper_pinkdot_1_1.png	Wallpapers	Pink Dot	iPhone XR	$35
3143	https://case-mate.com/grey-leopard-wallapers-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/w/a/wallpaper_greyleopard_1.png	Wallpapers	Grey Leopard	iPhone XR	$35
3141	https://case-mate.com/black-metallic-wallpapers-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/w/a/wallpaper_metallicblackdot_1.png	Wallpapers	Metallic Dot	iPhone XR	$35
3142	https://case-mate.com/floral-garden-wallpapers-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/w/a/wallpaper_floralgarden_1_1.png	Wallpapers	Floral Garden	iPhone XR	$35
3212	https://case-mate.com/clear-protection-collection-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/p/r/protectioncollection_sc_clear_1.png	Protection Collection	Clear	iPhone XR	$40
3211	https://case-mate.com/blush-protection-collection-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/p/c/pc_sc_blush_01.png	Protection Collection	Blush	iPhone XR	$40
3223	https://case-mate.com/clear-black-protection-collection-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/p/r/protectioncollection_clear_1_1.png	Protection Collection	Clear/Black	iPhone XR	$40
3210	https://case-mate.com/black-protection-collection-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/p/c/pc_translucentblack_1.png	Protection Collection	Black	iPhone XR	$40
3208	https://case-mate.com/carbon-fiber-protection-collection-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/p/c/pc_carbonfiber_1.png	Protection Collection	Carbon Fiber	iPhone XR	$40
3109	https://case-mate.com/naked-tough-clear-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/n/a/nakedtough_iri_1.png	Iridescent	Iridescent	iPhone XR	$35
3302	https://case-mate.com/black-tough-grip-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/t/o/toughgrip_black_1.png	Tough Grip	Black	iPhone XR	$30
3306	https://case-mate.com/white-black-tough-grip-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/t/o/toughgrip_white_1.png	Tough Grip	White/Black	iPhone XR	$30
3305	https://case-mate.com/silver-black-tough-grip-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/t/o/toughgrip_silver_1.png	Tough Grip	Silver/Black	iPhone XR	$30
3304	https://case-mate.com/metallic-blush-clear-tough-grip-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/t/o/toughgrip_mb_1_1.png	Tough Grip	Metallic Blush	iPhone XR	$30
3303	https://case-mate.com/blue-titanium-tough-grip-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/t/o/toughgrip_blue_armani_1.png	Tough Grip	Blue/Titanium	iPhone XR	$30
3114	https://case-mate.com/black-barely-there-folio-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/w/a/walletfolio_black_1_1.png	Barely There Folio	Black	iPhone XR	$12
3116	https://case-mate.com/cardinal-barely-there-folio-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/b/a/barelytherefolio_cardinal_1_1.png	Barely There Folio	Cardinal	iPhone XR	$12
3115	https://case-mate.com/brown-barely-there-folio-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/b/a/barelytherefolio_butterscotch_1_1.png	Barely There Folio	Brown	iPhone XR	$12
3140	https://case-mate.com/black-wallet-folio-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/w/a/walletfolio_black_1_1_1.png	Wallet Folio	Black	iPhone XR	$60
3110	https://case-mate.com/black-barely-there-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/b/a/barelythere_black_1.png	Barely There	Black	iPhone XR	$25
3113	https://case-mate.com/clear-barely-there-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/b/a/barelythere_clear_1.png	Barely There	Clear	iPhone XR	$25
3112	https://case-mate.com/cardinal-barely-there-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/b/a/barelythere_cardinal_1_2.png	Barely There	Cardinal	iPhone XR	$25
3111	https://case-mate.com/blush-barely-there-iphone-xr	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/b/a/barelythere_blush_1_1.png	Barely There	Blush	iPhone XR	$25
3352	https://case-mate.com/iphone-xr-purple-sheer-crystal-bundle	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/s/c/sc_purplexr.png	Sheer Crystal Purple Bundle	Purple	iPhone XR	$40
3351	https://case-mate.com/iphone-xr-blush-sheer-crystal-blush-bundle	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/s/c/sc_blush.xrpng.png	Sheer Crystal Blush Bundle	Blush	iPhone XR	$40
3350	https://case-mate.com/iphone-xr-clear-sheer-crystal-bundle	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/s/c/sc_clearxr.png	Sheer Crystal Clear Bundle	Clear	iPhone XR	$40
3039	https://case-mate.com/twinkle-stardust-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/i/p/iphone_7_plus_twinkle_cm037236_1.png	Twinkle	Stardust	iPhone 7 Plus	$40
2141	https://case-mate.com/naked-tough-waterfall-iridescent-diamond-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/c/m/cmi_iphone_8_plus_waterfall_iridesecnt_cm036180_1.png	Waterfall	Iridescent Diamond	iPhone 7 Plus	$40
